0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
19-12-2005,Monday,105.38,106.59,103.74,106.34,25206769.0,0.009109888024293111,-0.0029067041725269784,0.03989829845491882,0.023188684691619325,0.040000000000000036,0.04132393262828044,0.06478421948533092,0.08267155365506011,0.07817094190408606,0.10368448365334727,,0.0023509497837126197,-0.024449877750611325,-0.011908110642287953,83.97587574943515,,,,-16.054158607350058,79.08615664646105,75.07643086560144,,,104.14634146341454,6.478421948533097,23392006.0,45271958.78403484,4.219999999999999,104.28600000000002,105.01266666666666,103.79615715674025,107.55600000000005,,,,,,92.59569939236891,,1.019695836449763,1.019695836449763,1.0126397450466293,1.0126397450466293,84.03222519014355,-0.016832800451382416,-2.0,-1.0,-0.016738762460033862,-1.0,-1.0,-0.01937182621779201,-1.0,-1.0,-0.0064886214030468094,-1.0,-1.0,-0.04325747602031228,-2.0,-1.0,-0.011378596953169154,-1.0,-1.0,-0.014387812676321244,-1.0,-1.0,-0.018807598269700958,-1.0,-1.0,0.0002821139740455251,1.0,1.0,0.0207823960880195,1.0,1.0
20-12-2005,Tuesday,106.36,106.71,104.06,104.55,11407082.0,-0.017017675817976703,-0.016832800451382416,-0.019690576652602047,0.02239389790729505,0.0059655537380928535,0.02249388753056232,0.02379553466509981,0.04686091919495336,0.06444715943799632,0.060022305586535554,0.08510638297872344,0.020659971305595378,-0.004686752749880391,0.00018807598269697217,71.04259113861495,,,,-44.00510204081634,74.86874217178236,68.60759363986561,,,83.15486925157823,2.379553466509976,11984924.0,38083344.84441217,2.299999999999997,104.74600000000001,105.10066666666665,104.01154082624303,106.34200000000007,,,,,,78.32248453043431,,0.9981288068279456,0.9981288068279456,0.9947605787467254,0.9947605787467254,87.21534788110596,9.564801530373139e-05,1.0,1.0,-0.002582496413199388,-1.0,-1.0,0.01052128168340515,1.0,1.0,-0.02687709230033479,-1.0,-1.0,0.0055475848876135655,1.0,1.0,0.0024868483978957925,1.0,1.0,-0.002008608321377272,-1.0,-1.0,0.017407938785270277,1.0,1.0,0.03825920612147298,1.0,1.0,0.05471066475370635,2.0,1.0
21-12-2005,Wednesday,104.36,107.44,103.55,104.56,15856588.0,0.0019164430816405026,9.564801530373139e-05,-0.016738762460033862,-0.019596812001875324,0.02249168785448853,0.006061772346771821,0.022591687041564813,0.023893458676067347,0.0469610493641734,0.06454897169619225,0.0601236946162426,0.027543993879112428,-0.009659525631216576,-0.0018173122907699448,71.07162949446331,,,,-51.80722891566261,66.92077925282636,57.07831325301206,,,74.57422923169598,2.259168704156478,27841512.0,30460769.12204717,0.6299999999999955,104.872,105.03866666666664,104.16824344731646,105.622,,,,,,80.3204500024545,,0.9970249446944848,0.9970249446944848,0.9954429479937549,0.9954429479937549,89.86934340479492,-0.0026778882938026122,-1.0,-1.0,0.010424636572303017,1.0,1.0,-0.0269701606732977,-2.0,-1.0,0.005451415455240945,1.0,1.0,0.0023909716908951796,1.0,1.0,-0.0021040550879877474,-1.0,-1.0,0.017310635042081125,1.0,1.0,0.03815990818668702,1.0,1.0,0.05460979342004585,2.0,1.0,0.06713848508033661,2.0,1.0
22-12-2005,Thursday,105.42,105.94,103.74,104.28,7822760.0,-0.010813887307911217,-0.0026778882938026122,-0.002582496413199388,-0.01937182621779201,-0.022222222222222265,0.01975356933307252,0.003367651303762093,0.019853300733496344,0.02115158636897764,0.04415740462601378,0.06169822846670742,0.015918680475642467,-0.005178365937859668,0.008224942616679413,68.81731315832005,,,,-56.02409638554215,57.47428489468078,46.73694779116466,,,45.4006343952561,0.33676513037621536,20018752.0,26478273.122047212,2.019999999999996,105.276,104.84133333333332,104.20017389094032,103.32000000000002,,,,104.60741755626685,,71.79014893088578,,0.9905391542231848,0.9905391542231848,0.9946458775800894,0.9946458775800894,89.95621889504928,0.013137706175680903,1.0,1.0,-0.024357499041043406,-2.0,-1.0,0.008151131568853033,1.0,1.0,0.005082470272343701,1.0,1.0,0.0005753739930955339,1.0,1.0,0.020042194092827037,1.0,1.0,0.04094744917529724,1.0,1.0,0.05744150364403524,2.0,1.0,0.0700038358266206,2.0,1.0,0.05408515535097814,2.0,1.0
23-12-2005,Friday,105.45,107.82,103.82,105.65,12707497.0,0.001896633475580871,0.013137706175680903,0.010424636572303017,0.01052128168340515,-0.0064886214030468094,-0.009376465072667603,0.033150792098572274,0.01654960069277397,0.03325183374083135,0.034567175871523706,0.05787523780915191,0.020539517274017864,-0.017321344060577497,0.011219792865362501,73.59776179054623,,,,-35.391566265060156,50.310531744464235,47.11633418921598,,,81.65195460277324,3.31507920985723,32726249.0,25398135.877047293,-1.0,105.076,104.966,104.61440992210024,104.58099999999999,,,,105.27574716004229,90.10219833841464,73.66843496246344,,1.0054627127031863,1.0054627127031863,1.006516395785302,1.006516395785302,91.96573919654175,-0.03700899195456707,-2.0,-1.0,-0.004921911973497494,-1.0,-1.0,-0.007950780880265058,-1.0,-1.0,-0.012399432087080001,-1.0,-1.0,0.006814955040227154,1.0,1.0,0.027449124467581555,1.0,1.0,0.04372929484145755,2.0,1.0,0.05612872692853755,2.0,1.0,0.04041646947468051,1.0,1.0,0.03284429720776146,1.0,1.0
26-12-2005,Monday,105.82,106.18,100.09,101.74,11381793.0,-0.03855603855603854,-0.03700899195456707,-0.024357499041043406,-0.0269701606732977,-0.02687709230033479,-0.04325747602031228,-0.04603844350679804,-0.005085077254058382,-0.021071875300683267,-0.004987775061124744,-0.003721112416764685,0.04364065264399462,-0.01621781010418706,0.0016090866067201845,48.72553311254436,,,,-79.14032869785092,44.006831658631846,38.16721299551487,,,-94.19454056132224,-4.603844350679809,21344456.0,20183816.916456126,-4.6000000000000085,104.15599999999999,103.85400000000001,103.79314994435731,102.79699999999991,,,,102.80109104024719,79.75893671776475,69.30263627504937,3.358571428571428,0.9768040247321326,0.9768040247321326,0.9796445009340033,0.9796445009340033,73.44943988701624,0.033320228032239045,2.0,1.0,0.03017495576960888,2.0,1.0,0.025555337133870735,2.0,1.0,0.045508158049931295,2.0,1.0,0.0669353253390997,2.0,1.0,0.08384116375073719,2.0,1.0,0.09671712207587974,2.0,1.0,0.08040102221348543,2.0,1.0,0.07253784155690987,2.0,1.0,0.056516610969137016,2.0,1.0
27-12-2005,Tuesday,101.73,105.45,98.39,105.13,15354262.0,0.03342180281136333,0.033320228032239045,-0.004921911973497494,0.008151131568853033,0.005451415455240945,0.0055475848876135655,-0.011378596953169154,-0.014252226910454854,0.028065714844513888,0.01154623304147011,0.028166259168704112,0.00304385047084569,-0.06411110054218581,-9.828975820710542e-05,61.78787429518039,,,,-28.52598091198303,44.20559955714404,47.33325148670124,,,-83.5879884284717,-1.1378596953169118,36698718.0,34146191.14308499,0.5799999999999983,104.27199999999998,104.17866666666669,104.17510710311237,103.85199999999999,,,,104.12079106896155,68.73983203191042,69.48112976345797,3.622959183673469,1.0082284793616696,1.0082284793616696,1.0091317480226276,1.0091317480226276,82.2066533706818,-0.003043850470845555,-1.0,-1.0,-0.007514505849900048,-1.0,-1.0,0.011794920574526864,1.0,1.0,0.032531151907162575,2.0,1.0,0.048891848187957776,2.0,1.0,0.06135261105298205,2.0,1.0,0.04556263673547043,2.0,1.0,0.03795301055835641,1.0,1.0,0.02244839722248644,1.0,1.0,0.01217540188338249,1.0,1.0
28-12-2005,Wednesday,104.55,106.65,104.05,104.81,16197670.0,0.0024868483978957925,-0.003043850470845555,0.03017495576960888,-0.007950780880265058,0.005082470272343701,0.0023909716908951796,0.0024868483978957925,-0.014387812676321244,-0.017252695733708422,0.024936436534324244,0.008467237563744784,0.017555576757942976,-0.007251216486976482,-0.00551697897840767,60.10169535010953,,,,-31.919406150583175,46.37793487636847,53.63334014688928,,,42.22294583740346,0.24868483978957023,20501048.0,27417928.220008098,0.25,104.32199999999997,104.35800000000002,104.35650507365169,104.484,,,,104.52812657612459,60.37013791868311,66.40045553401552,3.5498906705539364,1.0046778244282129,1.0046778244282129,1.0043312443703405,1.0043312443703405,83.72488857340096,-0.004484304932735415,-1.0,-1.0,0.014884075946951647,1.0,1.0,0.035683617975383976,2.0,1.0,0.05209426581433063,2.0,1.0,0.06459307318004004,2.0,1.0,0.04875488980059154,2.0,1.0,0.04112203034061637,2.0,1.0,0.025570079190916827,1.0,1.0,0.015265718919950332,1.0,1.0,0.002289857837992509,1.0,1.0
29-12-2005,Thursday,104.73,105.89,103.87,104.34,15161883.0,-0.0037238613577771466,-0.004484304932735415,-0.007514505849900048,0.025555337133870735,-0.012399432087080001,0.0005753739930955339,-0.0021040550879877474,-0.002008608321377272,-0.018807598269700958,-0.021659634317862185,0.020340309016233113,0.014855280812727594,-0.004504504504504493,-0.000763285945997503,57.416760437524374,,,,-36.90349946977723,56.172320929825354,67.55037115588551,,,-1.1288641889549622,-0.21040550879877218,5339165.0,19311574.93287938,0.060000000000002274,104.33399999999999,104.36400000000003,104.35178933832263,104.46900000000005,,,,104.38144759074406,52.860568179817726,63.787260389048505,3.4406127655143695,1.0000575076197598,1.0000575076197598,0.9997700356444749,0.9997700356444749,70.49403356527891,0.019455625838604572,2.0,1.0,0.040348859497795604,2.0,1.0,0.05683342917385463,2.0,1.0,0.0693885374736438,2.0,1.0,0.05347901092581942,2.0,1.0,0.04581176921602455,2.0,1.0,0.03018976423231734,1.0,1.0,0.01983898792409424,1.0,1.0,0.006804677017442915,1.0,1.0,0.017634655932528304,1.0,1.0
30-12-2005,Friday,104.36,107.36,104.36,106.37,11976888.0,0.019260252970486825,0.019455625838604572,0.014884075946951647,0.011794920574526864,0.045508158049931295,0.006814955040227154,0.020042194092827037,0.017310635042081125,0.017407938785270277,0.0002821139740455251,-0.00262541022034694,0.009307135470527356,-0.018896305349252657,0.0001916810427448344,65.24125210731188,,,,-15.376458112407102,64.85460433225613,73.3801016939936,,,101.04200410323057,2.0042194092827037,17316053.0,23383716.85287942,0.7199999999999989,104.478,105.04266666666669,104.92842095594474,107.01900000000003,,,,105.7445163596809,48.64783330278589,62.26611508466148,3.410568996549057,1.018109075594862,1.018109075594862,1.012636135157777,1.012636135157777,71.08312525501144,0.020494500329040072,2.0,1.0,0.03666447306571394,2.0,1.0,0.04897997555701789,2.0,1.0,0.03337407163673965,2.0,1.0,0.025853154084798345,1.0,1.0,0.010529284572717781,1.0,1.0,0.000376045877596992,1.0,1.0,-0.012409513960703274,-1.0,-1.0,-0.001786217918586046,-1.0,-1.0,-0.0200244429820439,-1.0,-1.0
02-01-2006,Monday,106.85,110.89,106.85,108.55,56324939.0,0.015910154422087066,0.020494500329040072,0.040348859497795604,0.035683617975383976,0.032531151907162575,0.0669353253390997,0.027449124467581555,0.04094744917529724,0.03815990818668702,0.03825920612147298,0.0207823960880195,0.021556886227544942,-0.015660985720865987,0.004512550531164706,71.74568530956569,,,,-18.720000000000027,72.90345886468903,77.77990374418798,,,226.00230509590904,2.744912446758163,73640992.0,14460954.23901804,6.810000000000002,105.83999999999999,106.40000000000003,105.96315782567481,108.35999999999991,109.45971124931691,103.33000000000001,97.20028875068311,107.85654750981415,48.552496772105556,81.35412786156638,3.489814068224124,1.025604686318972,1.025604686318972,1.020206766917293,1.020206766917293,62.75168491378311,0.015845232611699667,2.0,1.0,0.027913403961308165,2.0,1.0,0.01262091202210967,1.0,1.0,0.0052510363887610075,1.0,1.0,-0.009765085214187032,-1.0,-1.0,-0.019714417319207745,-1.0,-1.0,-0.03224320589590051,-1.0,-1.0,-0.021833256563795398,-1.0,-1.0,-0.03970520497466608,-2.0,-1.0,-0.05462920313219708,-2.0,-1.0
03-01-2006,Tuesday,108.55,110.64,104.47,110.27,25631985.0,0.015845232611699667,0.015845232611699667,0.03666447306571394,0.05683342917385463,0.05209426581433063,0.048891848187957776,0.08384116375073719,0.04372929484145755,0.05744150364403524,0.05460979342004585,0.05471066475370635,0.003355400380883328,-0.05259816813276501,0.0,75.89740383317908,,,,-4.960000000000036,79.43236868721966,87.13710062347741,100.0,100.0,138.67217378002061,8.384116375073724,99272977.0,37018762.75603583,5.140000000000001,106.86799999999998,107.87666666666671,107.19368416119629,111.40700000000004,109.98622952578131,104.02600000000002,98.06577047421874,109.91009471508897,44.20750647191517,65.86239499951813,3.6812559204938293,1.0318336639592771,1.0318336639592771,1.022185829496647,1.022185829496647,63.624327768295906,0.011879931078262468,1.0,1.0,-0.0031740273873219764,-1.0,-1.0,-0.0104289471297723,-1.0,-1.0,-0.025210846105014974,-1.0,-1.0,-0.03500498775732293,-2.0,-1.0,-0.04733835131948852,-2.0,-1.0,-0.037090777183277315,-2.0,-1.0,-0.05468395755871952,-2.0,-1.0,-0.06937517003718138,-2.0,-1.0,-0.07808107372812188,-2.0,-1.0
04-01-2006,Wednesday,111.09,112.91,110.55,111.58,28841323.0,0.004410838059231208,0.011879931078262468,0.027913403961308165,0.04897997555701789,0.0693885374736438,0.06459307318004004,0.06135261105298205,0.09671712207587974,0.05612872692853755,0.0700038358266206,0.06713848508033661,0.011919698870765355,-0.009231044990141614,0.007436292736011675,78.68096236778544,,,,-9.159779614325059,83.60963498783958,85.91190059585335,100.0,100.0,175.19894730246222,6.1352611052982065,128114300.0,33352492.883154504,6.769999999999996,108.22199999999998,109.44733333333336,108.44691725799734,113.73599999999999,110.95335119250446,104.67350000000002,98.39364880749558,111.58464944959044,42.626583597516124,76.09385229967488,3.606880497601413,1.0310288111474564,1.0310288111474564,1.0194857800707795,1.0194857800707795,40.84820353574953,-0.014877218139451484,-2.0,-1.0,-0.02204696182111484,-2.0,-1.0,-0.036655314572504066,-2.0,-1.0,-0.04633446854274961,-2.0,-1.0,-0.058523032801577356,-2.0,-1.0,-0.048395769851227746,-2.0,-1.0,-0.06578239827926155,-2.0,-1.0,-0.0803011292346298,-2.0,-1.0,-0.08890482165262593,-2.0,-1.0,-0.0719663022046962,-2.0,-1.0
05-01-2006,Thursday,112.35,112.35,108.09,109.92,12662963.0,-0.021628838451268294,-0.014877218139451484,-0.0031740273873219764,0.01262091202210967,0.03337407163673965,0.05347901092581942,0.04875488980059154,0.04556263673547043,0.08040102221348543,0.04041646947468051,0.05408515535097814,0.022106986899563252,-0.016648471615720507,0.006900878293600968,67.20652146674493,,,,-33.07522123893802,84.5146605790705,80.49498051788068,17.927596712234433,72.64253223741149,93.05637137110452,4.875488980059162,115451337.0,31568976.96766156,5.579999999999998,109.33799999999997,110.01333333333338,108.86779804142667,112.37699999999998,111.19510264798156,105.2585,99.32189735201844,110.96222372641463,37.6933005108252,68.13517381255662,3.6535318906298824,1.0053229435328983,1.0053229435328983,0.9991516179856983,0.9991516179856983,56.119964820274255,-0.007278020378457034,-1.0,-1.0,-0.02210698689956338,-2.0,-1.0,-0.031932314410480396,-2.0,-1.0,-0.044304949053857394,-2.0,-1.0,-0.034024745269286706,-2.0,-1.0,-0.051673944687045184,-2.0,-1.0,-0.06641193595342064,-2.0,-1.0,-0.07514556040756919,-2.0,-1.0,-0.05795123726346438,-2.0,-1.0,-0.04148471615720526,-2.0,-1.0
06-01-2006,Friday,110.15,110.86,108.12,109.12,3684637.0,-0.00935088515660464,-0.007278020378457034,-0.02204696182111484,-0.0104289471297723,0.0052510363887610075,0.025853154084798345,0.04581176921602455,0.04112203034061637,0.03795301055835641,0.07253784155690987,0.03284429720776146,0.01594574780058646,-0.009164222873900292,0.0020924308588064406,62.11348857785145,,,,-41.924778761061894,78.29247560629011,68.47054570513627,0.0,39.30919890407815,58.930716030977074,4.581176921602448,111766700.0,30573856.026055723,2.75,109.88799999999996,109.94066666666673,108.9398557438762,110.12500000000004,111.33906692733441,105.721,100.10293307266559,109.95679476895724,33.464772150804414,63.264519925398865,3.588279612727747,0.993011065812464,0.993011065812464,0.9925353675618965,0.9925353675618965,57.10792505526119,-0.014937683284457565,-2.0,-1.0,-0.024835043988269866,-2.0,-1.0,-0.03729838709677426,-2.0,-1.0,-0.02694281524926684,-1.0,-1.0,-0.044721407624633516,-2.0,-1.0,-0.0595674486803519,-2.0,-1.0,-0.06836510263929625,-2.0,-1.0,-0.0510447214076247,-2.0,-1.0,-0.03445747800586515,-1.0,-1.0,-0.04912023460410556,-2.0,-1.0
09-01-2006,Monday,109.27,109.76,106.74,107.49,6832584.0,-0.016289924041365436,-0.014937683284457565,-0.02210698689956338,-0.036655314572504066,-0.025210846105014974,-0.009765085214187032,0.010529284572717781,0.03018976423231734,0.025570079190916827,0.02244839722248644,0.056516610969137016,0.02111824355754033,-0.006977393245883338,0.0013746334310849658,52.63231785982355,,,,-63.39181286549712,66.97806618736864,51.96867233908892,0.0,5.975865570744816,13.932624324164001,1.0529284572717845,104934116.0,27134939.575724587,-1.0600000000000023,109.67599999999996,109.14133333333342,108.52561124562585,107.27000000000002,111.40306989425845,105.98949999999999,100.57593010574153,108.27607625812917,29.46740680472173,66.6379406831745,3.547688211818623,0.9800685655932021,0.9800685655932021,0.9848697713057067,0.9848697713057067,54.943095682991775,-0.01004744627407199,-1.0,-1.0,-0.022699786026607105,-2.0,-1.0,-0.012187180202809454,-1.0,-1.0,-0.03023537073216113,-2.0,-1.0,-0.045306540143269056,-2.0,-1.0,-0.0542376034979998,-2.0,-1.0,-0.036654572518373785,-2.0,-1.0,-0.01981579681830864,-1.0,-1.0,-0.03470090240952638,-1.0,-1.0,-0.030607498371941502,-1.0,-1.0
10-01-2006,Tuesday,107.99,108.18,105.84,106.41,5573777.0,-0.0146309843504028,-0.01004744627407199,-0.024835043988269866,-0.031932314410480396,-0.04633446854274961,-0.03500498775732293,-0.019714417319207745,0.000376045877596992,0.01983898792409424,0.015265718919950332,0.01217540188338249,0.016633775021144725,-0.005356639413588884,0.0046515954972555585,47.07747077804045,,,,-77.0142180094787,51.139629575418724,32.979670682030935,0.0,4.736951571734001e-15,-41.053784315190065,-1.9714417319207755,99360339.0,24276592.39623737,-3.8599999999999994,108.90399999999995,108.05266666666675,107.92115088973276,105.07300000000002,111.33289433734384,106.19749999999999,101.06210566265614,106.7663442988086,27.21891688975655,61.26109879343083,3.461424768117293,0.9770990964519214,0.9770990964519214,0.9847975370035592,0.9847975370035592,63.30668156320324,-0.0127807536885631,-1.0,-1.0,-0.002161450991448076,-1.0,-1.0,-0.020392820223663205,-1.0,-1.0,-0.03561695329386329,-2.0,-1.0,-0.044638661779907905,-2.0,-1.0,-0.0268771731980077,-1.0,-1.0,-0.009867493656611194,-1.0,-1.0,-0.024903674466685382,-1.0,-1.0,-0.020768724743914987,-1.0,-1.0,0.020110891833474302,1.0,1.0
